datetime,nH,vH,vthH
2005-01-01 00:08:47,5.0575,440.23,26.333
2005-01-01 00:20:52,5.1864,428.94,30.085
2005-01-01 00:32:49,4.3691,415.03,28.792
2005-01-01 00:44:47,5.7319,435.32,30.443
2005-01-01 00:56:52,4.4001,424.09,33.722
2005-01-01 01:08:49,5.6422,432.16,28.299
2005-01-01 01:20:55,5.7328,422.67,31.704
2005-01-01 01:32:52,5.5974,422.62,31.126
2005-01-01 01:44:49,5.0412,444.49,31.539
2005-01-01 01:56:55,6.5195,439.59,26.618
2005-01-01 02:08:52,7.2258,434.78,44.22
2005-01-01 02:20:49,7.3774,428.86,29.875
2005-01-01 02:32:55,3.9911,422.97,34.233
2005-01-01 02:44:52,5.0454,438.4,27.124
2005-01-01 02:56:49,6.3338,443.14,31.29
2005-01-01 03:08:55,5.0667,427.18,31.773
2005-01-01 03:20:52,8.1046,413.69,33.085
2005-01-01 03:32:49,5.388,443.71,42.933
2005-01-01 03:44:55,4.8328,426.3,34.363
2005-01-01 03:56:52,7.1717,433.21,33.072
2005-01-01 04:08:49,6.2684,450.71,28.327
2005-01-01 04:20:55,6.2199,434.72,29.385
2005-01-01 04:32:52,5.1641,444.17,26.653
2005-01-01 04:44:58,6.9229,445.87,28.091
2005-01-01 04:56:55,5.2782,453.21,26.421
2005-01-01 05:08:52,6.1785,435.83,27.657
2005-01-01 05:20:58,4.2543,437.56,31.24
2005-01-01 05:32:55,7.2063,433.02,35.844
2005-01-01 05:44:52,4.7448,428.63,33.963
2005-01-01 05:56:58,5.9528,447.23,33.774
2005-01-01 06:08:55,4.4249,451.52,27.397
2005-01-01 06:20:52,6.0936,431.66,43.691
2005-01-01 06:32:58,4.874,420.09,37.256
2005-01-01 06:44:55,5.0023,429.95,28.945
2005-01-01 06:56:52,5.8649,425.47,30.8
2005-01-01 07:08:58,6.1688,426.5,31.952
2005-01-01 07:20:55,5.5085,416.81,34.392
2005-01-01 07:33:01,5.5691,418.46,37.037
2005-01-01 07:44:58,5.2016,418.37,31.412
2005-01-01 07:56:55,5.3814,431.71,31.173
2005-01-01 08:09:01,6.3573,444.64,33.02
2005-01-01 08:20:58,4.3878,411.83,35.368
2005-01-01 08:32:55,6.4756,441.93,28.882
2005-01-01 08:45:01,5.4978,423.67,35.541
2005-01-01 08:56:58,5.8692,435.15,34.445
2005-01-01 09:08:55,5.6439,418.3,33.692
2005-01-01 09:21:01,4.5904,422.78,38.388
2005-01-01 09:32:58,5.3992,434.59,32.944
2005-01-01 09:44:55,4.935,418.02,36.868
2005-01-01 09:57:01,4.7138,424.75,34.304
2005-01-01 10:08:58,7.023,462.26,40.797
2005-01-01 10:20:55,8.6504,470.48,43.795
2005-01-01 10:33:01,9.5358,439.49,43.6
2005-01-01 10:44:58,7.6079,484.26,36.217
2005-01-01 10:57:04,6.4898,469.35,40.403
2005-01-01 11:09:01,7.7408,487.46,33.163
2005-01-01 11:20:58,7.3214,472.81,35.922
2005-01-01 11:33:04,7.9603,474.48,38.437
2005-01-01 11:45:01,7.9167,477.23,38.98
2005-01-01 11:56:58,8.0098,449.83,38.15
2005-01-01 12:09:04,4.9937,476.7,51.689
2005-01-01 12:21:01,8.3879,468.08,51.692
2005-01-01 12:32:58,7.5273,441.71,43.313
2005-01-01 12:45:04,5.5949,452.99,45.814
2005-01-01 12:57:01,6.5836,473.54,39.99
2005-01-01 13:09:07,8.5893,487.63,26.91
2005-01-01 13:21:04,8.1243,482.42,28.628
2005-01-01 13:33:01,7.2249,452.16,34.47
2005-01-01 13:45:07,7.1125,441.3,36.396
2005-01-01 13:57:04,7.6775,455.19,33.856
