datetime,Np,Vp,Tpr
2017-07-01 00:00:00,8.8593,348.43,28073.0
2017-07-01 00:05:00,8.8924,351.0,29136.0
2017-07-01 00:10:00,9.0913,352.66,28647.0
2017-07-01 00:15:00,9.087,350.74,28939.0
2017-07-01 00:20:00,9.181,351.02,29989.0
2017-07-01 00:25:00,9.1564,351.67,29577.0
2017-07-01 00:30:00,9.8607,352.36,27539.0
2017-07-01 00:35:00,10.4742,353.35,23805.0
2017-07-01 00:40:00,9.8802,354.65,27295.0
2017-07-01 00:45:00,10.2726,356.77,25110.0
2017-07-01 00:50:00,10.2896,355.36,27159.0
2017-07-01 00:55:00,9.9243,355.14,29472.0
2017-07-01 01:00:00,8.5696,353.52,30928.0
2017-07-01 01:05:00,8.9951,353.97,32611.0
2017-07-01 01:10:00,9.1661,354.57,30719.0
2017-07-01 01:15:00,9.2498,354.87,30861.0
2017-07-01 01:20:00,9.3194,356.16,34563.0
2017-07-01 01:25:00,9.6523,358.16,33741.0
2017-07-01 01:30:00,9.6378,357.16,30954.0
2017-07-01 01:35:00,9.5425,357.03,29130.0
2017-07-01 01:40:00,9.7363,354.94,33113.0
2017-07-01 01:45:00,9.3711,355.64,31457.0
2017-07-01 01:50:00,9.3953,357.17,31751.0
2017-07-01 01:55:00,9.4931,357.27,31213.0
2017-07-01 02:00:00,9.3609,356.49,34246.0
2017-07-01 02:05:00,9.083,356.99,34072.0
2017-07-01 02:10:00,8.7577,355.87,30273.0
2017-07-01 02:15:00,8.8626,358.61,31162.0
2017-07-01 02:20:00,9.4734,357.7,33639.0
2017-07-01 02:25:00,9.2694,357.11,35275.0
2017-07-01 02:30:00,9.2691,356.06,35091.0
2017-07-01 02:35:00,9.9087,355.67,31137.0
2017-07-01 02:40:00,9.5427,356.96,31664.0
2017-07-01 02:45:00,9.9932,357.58,32456.0
2017-07-01 02:50:00,9.6709,358.69,32899.0
2017-07-01 02:55:00,8.9684,360.92,28257.0
2017-07-01 03:00:00,9.1931,361.66,20180.0
2017-07-01 03:05:00,10.0715,363.07,19837.0
2017-07-01 03:10:00,10.7841,363.07,19509.0
2017-07-01 03:15:00,9.5054,362.85,21378.0
2017-07-01 03:20:00,9.1233,362.2,22647.0
2017-07-01 03:25:00,8.8191,362.58,23118.0
2017-07-01 03:30:00,8.8607,361.17,23089.0
2017-07-01 03:35:00,8.9209,358.56,23901.0
2017-07-01 03:40:00,8.5879,357.1,22862.0
2017-07-01 03:45:00,8.8304,357.16,23464.0
2017-07-01 03:50:00,8.3141,349.65,23410.0
2017-07-01 03:55:00,8.9681,349.84,22978.0
2017-07-01 04:00:00,9.1332,350.52,25198.0
2017-07-01 04:05:00,9.6049,348.48,25251.0
2017-07-01 04:10:00,9.0816,349.54,25031.0
2017-07-01 04:15:00,9.294,349.73,26911.0
2017-07-01 04:20:00,9.4282,351.34,26456.0
2017-07-01 04:25:00,8.9244,350.16,26978.0
2017-07-01 04:30:00,9.3363,350.63,25892.0
2017-07-01 04:35:00,9.8766,351.24,26653.0
2017-07-01 04:40:00,10.6742,351.25,28304.0
2017-07-01 04:45:00,9.9375,347.38,31229.0
2017-07-01 04:50:00,10.3858,351.81,27959.0
2017-07-01 04:55:00,10.3095,353.08,27289.0
2017-07-01 05:00:00,10.135,350.57,26016.0
2017-07-01 05:05:00,10.3399,350.55,28637.0
2017-07-01 05:10:00,10.5234,350.07,27668.0
2017-07-01 05:15:00,10.281,349.21,25450.0
2017-07-01 05:20:00,10.2883,349.53,25894.0
2017-07-01 05:25:00,11.9357,349.61,28718.0
2017-07-01 05:30:00,11.8922,354.8,31660.0
2017-07-01 05:35:00,11.6024,352.01,34886.0
2017-07-01 05:40:00,11.354,350.76,35262.0
2017-07-01 05:45:00,11.3634,352.73,36237.0
2017-07-01 05:50:00,11.0199,351.79,36998.0
2017-07-01 05:55:00,11.4231,353.04,37974.0
2017-07-01 06:00:00,11.7748,353.89,37643.0
2017-07-01 06:05:00,11.9617,354.8,35649.0
2017-07-01 06:10:00,12.9198,355.82,36989.0
2017-07-01 06:15:00,14.0721,354.0,32416.0
2017-07-01 06:20:00,13.8752,356.3,33789.0
2017-07-01 06:25:00,15.0871,355.75,33161.0
2017-07-01 06:30:00,16.084,354.69,34170.0
2017-07-01 06:35:00,14.6227,356.23,33035.0
2017-07-01 06:40:00,15.6154,358.79,31712.0
2017-07-01 06:45:00,16.9893,355.54,35971.0
2017-07-01 06:50:00,16.7791,355.53,33969.0
2017-07-01 06:55:00,17.3694,355.79,27600.0
2017-07-01 07:00:00,15.8825,356.55,30649.0
2017-07-01 07:05:00,15.9917,355.85,33148.0
2017-07-01 07:10:00,16.9883,358.42,32953.0
2017-07-01 07:15:00,17.3575,358.43,35603.0
2017-07-01 07:20:00,18.2284,359.48,35542.0
2017-07-01 07:25:00,18.2542,357.2,36950.0
2017-07-01 07:30:00,17.2005,355.53,38750.0
2017-07-01 07:35:00,16.6772,356.05,35736.0
2017-07-01 07:40:00,15.3762,353.1,36783.0
2017-07-01 07:45:00,15.1475,349.45,39548.0
2017-07-01 07:50:00,15.0571,346.73,40195.0
2017-07-01 07:55:00,15.1561,348.24,40440.0
2017-07-01 08:00:00,14.5919,345.52,50035.0
2017-07-01 08:05:00,15.0918,347.94,46940.0
2017-07-01 08:10:00,16.0756,349.91,45611.0
2017-07-01 08:15:00,16.8595,350.01,46032.0
2017-07-01 08:20:00,16.7643,352.34,40697.0
