datetime,nH,vH,vthH
2007-01-01 00:04:27,16.16,324.05,12.391
2007-01-01 00:16:24,17.149,330.86,12.959
2007-01-01 00:28:30,15.731,324.69,13.073
2007-01-01 00:40:27,12.998,324.03,16.423
2007-01-01 00:52:24,12.564,323.52,16.811
2007-01-01 01:04:30,11.797,324.4,19.073
2007-01-01 01:16:27,10.816,327.03,20.439
2007-01-01 01:28:33,8.6129,328.86,19.722
2007-01-01 01:40:30,9.54,327.32,20.068
2007-01-01 01:52:27,8.1069,331.06,20.687
2007-01-01 02:04:33,7.8633,330.1,20.356
2007-01-01 02:16:30,8.4805,330.27,21.03
2007-01-01 02:28:27,8.8038,332.06,21.197
2007-01-01 02:40:33,8.8259,330.97,20.391
2007-01-01 02:52:30,9.0662,332.6,21.116
2007-01-01 03:04:36,8.5401,344.63,20.777
2007-01-01 03:16:33,8.0646,343.19,20.71
2007-01-01 03:28:30,9.0936,339.37,18.93
2007-01-01 03:40:36,7.7231,337.63,21.686
2007-01-01 03:52:33,7.332,335.7,21.418
2007-01-01 04:04:39,7.8155,332.8,23.208
2007-01-01 04:16:36,8.0578,336.5,23.411
2007-01-01 04:28:33,8.0705,333.56,21.538
2007-01-01 04:40:39,7.4967,333.68,21.683
2007-01-01 04:52:36,7.9894,333.32,21.907
2007-01-01 05:04:42,8.983,335.46,22.279
2007-01-01 05:16:39,8.2107,336.37,22.534
2007-01-01 05:28:36,8.4139,334.6,22.553
2007-01-01 05:40:42,8.3705,334.91,22.362
2007-01-01 05:52:39,7.8871,336.44,23.54
2007-01-01 06:04:36,7.7565,337.02,20.935
2007-01-01 06:16:42,8.4591,337.28,25.152
2007-01-01 06:28:39,7.8215,339.54,20.938
2007-01-01 06:40:45,8.2778,340.55,20.99
2007-01-01 06:52:42,9.0697,338.39,24.713
2007-01-01 07:04:39,9.0388,339.86,23.193
2007-01-01 07:16:45,9.404,339.89,25.521
2007-01-01 07:28:42,10.483,338.86,27.799
2007-01-01 07:40:48,9.908,344.26,24.839
2007-01-01 07:52:45,12.274,354.23,23.721
2007-01-01 08:04:42,11.926,348.36,22.784
2007-01-01 08:16:48,12.812,350.44,23.854
2007-01-01 08:28:45,11.099,351.5,21.848
2007-01-01 08:40:42,13.34,353.85,20.775
2007-01-01 08:52:48,14.082,354.72,18.699
2007-01-01 09:04:45,17.564,363.43,21.368
2007-01-01 09:16:50,18.222,360.56,19.761
2007-01-01 09:28:48,16.914,366.1,19.41
2007-01-01 09:40:45,14.318,363.07,20.631
2007-01-01 09:52:50,16.857,365.1,19.546
2007-01-01 10:04:48,13.176,371.77,20.19
2007-01-01 10:16:45,16.315,356.99,22.086
2007-01-01 10:28:50,16.205,366.02,20.365
2007-01-01 10:40:48,16.518,365.64,21.599
2007-01-01 10:52:53,18.624,368.21,22.18
2007-01-01 11:04:50,20.263,371.93,20.795
2007-01-01 11:16:48,17.203,367.34,22.144
2007-01-01 11:28:53,13.807,359.11,21.764
2007-01-01 11:40:50,15.01,357.01,21.789
2007-01-01 11:52:56,16.899,358.4,23.48
2007-01-01 12:04:53,17.009,355.39,23.133
2007-01-01 12:16:50,12.391,365.41,26.27
2007-01-01 12:28:56,15.48,366.08,24.955
2007-01-01 12:40:53,12.148,361.14,24.279
2007-01-01 12:52:50,12.707,361.28,25.743
2007-01-01 13:04:56,12.973,367.99,26.106
2007-01-01 13:16:53,13.337,368.11,26.12
2007-01-01 13:28:59,13.563,359.66,25.141
2007-01-01 13:40:56,21.684,362.76,21.042
2007-01-01 13:52:53,33.928,379.52,15.802
2007-01-01 14:04:59,26.506,372.5,16.451
2007-01-01 14:16:56,31.429,373.01,20.549
2007-01-01 14:29:02,18.688,377.06,23.738
2007-01-01 14:40:59,12.194,376.92,24.412
2007-01-01 14:52:56,11.049,380.33,31.522
2007-01-01 15:05:02,13.172,387.21,34.295
2007-01-01 15:16:59,13.124,390.26,35.606
2007-01-01 15:29:05,19.611,387.4,35.126
2007-01-01 15:41:02,17.393,385.27,32.277
2007-01-01 15:52:59,16.001,383.42,33.815
2007-01-01 16:05:05,18.02,388.78,35.5
2007-01-01 16:17:02,15.766,394.45,37.17
2007-01-01 16:28:59,14.619,388.48,32.373
2007-01-01 16:41:05,12.136,396.81,26.943
2007-01-01 16:53:02,13.996,387.4,32.156
2007-01-01 17:05:08,12.126,390.08,32.226
2007-01-01 17:17:05,12.764,387.93,33.048
2007-01-01 17:29:02,11.355,389.17,33.292
2007-01-01 17:41:08,11.95,383.57,34.048
2007-01-01 17:53:05,11.914,381.89,32.848
2007-01-01 18:05:11,12.773,388.24,37.499
2007-01-01 18:17:08,11.288,392.17,34.045
2007-01-01 18:29:05,13.904,390.67,35.45
2007-01-01 18:41:11,13.705,392.14,36.077
2007-01-01 18:53:08,13.654,389.43,34.879
