datetime,nH,vH,vthH
2003-01-01 00:01:35,5.1405,411.26,18.849
2003-01-01 00:13:40,5.4432,410.23,20.193
2003-01-01 00:25:55,5.4304,408.78,20.584
2003-01-01 00:38:00,4.1726,416.32,17.496
2003-01-01 00:50:06,5.186,415.29,18.444
2003-01-01 01:02:12,5.8282,422.17,18.658
2003-01-01 01:14:18,4.2313,417.94,17.161
2003-01-01 01:26:24,5.7073,422.91,15.968
2003-01-01 01:38:29,3.5943,395.89,20.53
2003-01-01 01:50:35,4.4389,396.15,23.245
2003-01-01 02:02:41,4.7026,394.15,23.777
2003-01-01 02:14:47,3.6221,393.3,21.231
2003-01-01 02:26:52,6.6376,415.3,16.751
2003-01-01 02:39:07,5.9909,424.58,15.114
2003-01-01 02:51:12,5.5567,429.31,15.671
2003-01-01 03:03:18,5.6992,425.48,15.035
2003-01-01 03:15:24,5.5233,426.99,14.907
2003-01-01 03:27:30,5.1936,421.05,15.812
2003-01-01 03:39:36,5.8354,418.04,16.067
2003-01-01 03:51:41,6.0375,414.71,16.292
2003-01-01 04:03:47,5.8664,412.78,15.422
2003-01-01 04:15:53,8.0993,428.33,20.087
2003-01-01 04:27:59,6.2968,417.42,15.335
2003-01-01 04:40:04,5.9054,413.84,14.767
2003-01-01 04:52:19,6.1971,414.01,15.742
2003-01-01 05:04:24,5.9811,414.28,16.263
2003-01-01 05:16:30,4.2811,397.58,20.879
2003-01-01 05:28:36,6.1307,414.38,15.455
2003-01-01 05:40:42,7.1404,413.19,15.979
2003-01-01 05:52:48,5.2941,412.22,18.681
2003-01-01 06:04:53,5.2743,422.8,16.611
2003-01-01 06:16:59,4.8948,415.65,16.329
2003-01-01 06:29:05,5.8499,420.11,16.572
2003-01-01 06:41:11,5.6025,421.79,15.57
2003-01-01 06:53:16,5.4802,412.88,14.705
2003-01-01 07:05:31,4.714,411.98,16.998
2003-01-01 07:17:36,6.0265,419.2,17.004
2003-01-01 07:29:42,4.1099,407.28,15.458
2003-01-01 07:41:48,4.6073,413.31,17.648
2003-01-01 07:53:54,4.4922,413.69,16.603
2003-01-01 08:06:00,5.1773,416.61,19.743
2003-01-01 08:18:05,3.6531,390.99,16.397
2003-01-01 08:30:11,4.7425,414.72,20.813
2003-01-01 08:42:17,4.7299,408.1,19.624
2003-01-01 08:54:23,5.4047,414.89,20.442
2003-01-01 09:06:28,4.5608,407.99,20.291
2003-01-01 09:18:43,5.2766,406.93,19.145
2003-01-01 09:30:48,4.1931,402.42,19.225
2003-01-01 09:42:54,3.6256,399.18,20.796
2003-01-01 09:55:00,4.808,385.28,26.342
2003-01-01 10:07:06,5.4906,384.2,27.196
2003-01-01 10:19:12,5.8001,376.15,27.729
2003-01-01 10:31:17,4.563,377.3,25.904
2003-01-01 10:43:23,3.9634,384.95,21.229
2003-01-01 10:55:29,3.7158,384.28,26.334
2003-01-01 11:07:35,4.0926,378.94,27.909
2003-01-01 11:19:40,3.9937,379.24,24.414
2003-01-01 11:31:55,3.8268,376.8,23.306
2003-01-01 11:44:00,3.4612,386.05,25.217
