datetime,Np,Vp,Tpr
2018-01-01 00:00:00,4.6273,371.67,79412.0
2018-01-01 00:05:00,5.0191,372.18,79631.0
2018-01-01 00:10:00,4.9207,373.5,86284.0
2018-01-01 00:15:00,4.4658,376.91,85717.0
2018-01-01 00:20:00,3.2798,372.48,104028.0
2018-01-01 00:25:00,6.0432,379.18,89789.0
2018-01-01 00:30:00,8.5458,395.88,88826.0
2018-01-01 00:35:00,7.483,401.53,92697.0
2018-01-01 00:40:00,8.9703,401.09,68855.0
2018-01-01 00:45:00,9.3532,398.68,65402.0
2018-01-01 00:50:00,6.5554,403.66,96611.0
2018-01-01 00:55:00,6.5202,397.58,101411.0
2018-01-01 01:00:00,8.3889,399.5,74271.0
2018-01-01 01:05:00,9.2211,399.1,76112.0
2018-01-01 01:10:00,7.3261,381.99,50646.0
2018-01-01 01:15:00,9.2369,378.45,53420.0
2018-01-01 01:20:00,10.8084,377.31,49585.0
2018-01-01 01:25:00,11.468,379.64,44128.0
2018-01-01 01:30:00,10.1265,379.8,47288.0
2018-01-01 01:35:00,11.5525,379.51,48664.0
2018-01-01 01:40:00,11.955,383.94,53769.0
2018-01-01 01:45:00,12.6138,385.7,50388.0
2018-01-01 01:50:00,14.533,387.55,46142.0
2018-01-01 01:55:00,13.6187,388.86,50876.0
2018-01-01 02:00:00,13.3555,392.71,55349.0
2018-01-01 02:05:00,11.786,391.11,54797.0
2018-01-01 02:10:00,11.9686,390.84,54666.0
2018-01-01 02:15:00,14.4503,392.51,52233.0
2018-01-01 02:20:00,15.5011,392.32,57176.0
2018-01-01 02:25:00,14.9028,395.7,57891.0
2018-01-01 02:30:00,15.3504,394.17,63637.0
2018-01-01 02:35:00,13.9477,396.0,69010.0
2018-01-01 02:40:00,15.6545,399.25,62701.0
2018-01-01 02:45:00,13.7067,399.81,56303.0
2018-01-01 02:50:00,12.1579,392.06,69016.0
2018-01-01 02:55:00,3.183,408.21,95079.0
2018-01-01 03:00:00,3.1565,409.21,86233.0
2018-01-01 03:05:00,3.5103,409.96,85067.0
2018-01-01 03:10:00,5.9294,413.35,91046.0
2018-01-01 03:15:00,5.9275,412.94,95318.0
2018-01-01 03:20:00,7.4419,420.11,105659.0
2018-01-01 03:25:00,5.3513,418.47,121430.0
2018-01-01 03:30:00,6.0795,424.32,160601.0
2018-01-01 03:35:00,5.0665,432.55,190650.0
2018-01-01 03:40:00,5.9967,436.63,177992.0
2018-01-01 03:45:00,5.3807,437.84,170066.0
2018-01-01 03:50:00,4.1807,432.61,181708.0
2018-01-01 03:55:00,4.5329,426.53,185702.0
2018-01-01 04:00:00,4.6532,426.91,187382.0
2018-01-01 04:05:00,4.8668,430.02,190280.0
2018-01-01 04:10:00,4.9684,446.39,193737.0
2018-01-01 04:15:00,5.0311,452.99,186013.0
2018-01-01 04:20:00,4.7636,448.3,184566.0
2018-01-01 04:25:00,4.7587,447.22,156744.0
2018-01-01 04:30:00,4.316,446.4,163172.0
2018-01-01 04:35:00,4.8502,442.36,158328.0
2018-01-01 04:40:00,4.9307,441.25,157502.0
2018-01-01 04:45:00,4.9105,439.38,172128.0
2018-01-01 04:50:00,4.7037,439.62,170129.0
2018-01-01 04:55:00,4.2894,434.37,181323.0
2018-01-01 05:00:00,4.0226,438.78,190473.0
2018-01-01 05:05:00,4.2664,442.35,190149.0
2018-01-01 05:10:00,4.107,442.96,178662.0
2018-01-01 05:15:00,4.0756,444.66,165730.0
2018-01-01 05:20:00,4.1763,445.65,166545.0
2018-01-01 05:25:00,3.9963,445.02,161034.0
2018-01-01 05:30:00,3.5789,442.88,158572.0
2018-01-01 05:35:00,3.5508,443.95,157873.0
2018-01-01 05:40:00,3.8775,446.66,147005.0
2018-01-01 05:45:00,4.3371,445.93,146599.0
2018-01-01 05:50:00,4.4877,447.36,137396.0
2018-01-01 05:55:00,4.4067,446.08,148744.0
2018-01-01 06:00:00,4.047,449.11,173338.0
2018-01-01 06:05:00,3.9544,451.09,162069.0
2018-01-01 06:10:00,4.0398,449.96,167288.0
2018-01-01 06:15:00,4.258,441.39,173095.0
2018-01-01 06:20:00,3.9771,440.77,184276.0
2018-01-01 06:25:00,3.8745,448.5,186863.0
2018-01-01 06:30:00,3.6395,451.45,194644.0
2018-01-01 06:35:00,3.6607,446.54,169610.0
2018-01-01 06:40:00,3.9841,450.1,160642.0
2018-01-01 06:45:00,4.0146,448.26,159648.0
2018-01-01 06:50:00,3.6551,444.24,158066.0
2018-01-01 06:55:00,3.6748,449.0,172973.0
2018-01-01 07:00:00,3.0791,452.6,176323.0
2018-01-01 07:05:00,3.8932,449.82,192370.0
2018-01-01 07:10:00,3.0649,447.89,196421.0
2018-01-01 07:15:00,3.1859,445.32,201117.0
2018-01-01 07:20:00,2.7999,449.12,175493.0
2018-01-01 07:25:00,3.1493,440.68,171453.0
2018-01-01 07:30:00,3.9924,446.91,162352.0
2018-01-01 07:35:00,3.3687,450.28,168317.0
2018-01-01 07:40:00,3.4674,445.92,150251.0
2018-01-01 07:45:00,3.3418,447.11,157240.0
2018-01-01 07:50:00,3.7828,446.24,139567.0
2018-01-01 07:55:00,3.9785,445.76,140958.0
2018-01-01 08:00:00,4.1257,442.29,127482.0
2018-01-01 08:05:00,4.4863,443.34,129165.0
2018-01-01 08:10:00,4.5209,440.79,124317.0
2018-01-01 08:15:00,4.9208,445.55,126116.0
