datetime,Np,Vp,Tpr
2023-01-01 00:00:00,2.3017,606.69,100378.0
2023-01-01 00:05:00,2.1304,609.67,106523.0
2023-01-01 00:10:00,1.9806,586.74,126040.0
2023-01-01 00:15:00,1.83,589.2,153573.0
2023-01-01 00:20:00,1.6097,612.85,193460.0
2023-01-01 00:25:00,1.7785,581.92,166297.0
2023-01-01 00:30:00,-999.9,-999.9,-1000.0
2023-01-01 00:35:00,1.9347,587.35,135703.0
2023-01-01 00:40:00,1.4981,603.77,192881.0
2023-01-01 00:45:00,-999.9,-999.9,-1000.0
2023-01-01 00:50:00,2.3732,579.48,128505.0
2023-01-01 00:55:00,2.2082,576.24,122086.0
2023-01-01 01:00:00,-999.9,-999.9,-1000.0
2023-01-01 01:05:00,1.5411,595.72,158428.0
2023-01-01 01:10:00,1.5016,594.96,149267.0
2023-01-01 01:15:00,1.3473,596.53,149633.0
2023-01-01 01:20:00,1.7492,591.0,114946.0
2023-01-01 01:25:00,1.7258,586.0,146618.0
2023-01-01 01:30:00,1.7221,574.76,145918.0
2023-01-01 01:35:00,-999.9,-999.9,-1000.0
2023-01-01 01:40:00,-999.9,-999.9,-1000.0
2023-01-01 01:45:00,-999.9,-999.9,-1000.0
2023-01-01 01:50:00,-999.9,-999.9,-1000.0
2023-01-01 01:55:00,-999.9,-999.9,-1000.0
2023-01-01 02:00:00,-999.9,-999.9,-1000.0
2023-01-01 02:05:00,-999.9,-999.9,-1000.0
2023-01-01 02:10:00,-999.9,-999.9,-1000.0
2023-01-01 02:15:00,1.7321,578.07,156781.0
2023-01-01 02:20:00,1.905,570.46,160827.0
2023-01-01 02:25:00,1.57,578.31,193628.0
2023-01-01 02:30:00,1.8738,587.65,164080.0
2023-01-01 02:35:00,2.0333,582.23,126125.0
2023-01-01 02:40:00,2.3884,576.03,118907.0
2023-01-01 02:45:00,2.1953,580.02,112050.0
2023-01-01 02:50:00,2.2274,595.01,104060.0
2023-01-01 02:55:00,2.4192,584.13,103170.0
2023-01-01 03:00:00,2.1678,577.82,116390.0
2023-01-01 03:05:00,2.0557,582.17,100677.0
2023-01-01 03:10:00,2.1836,604.49,99152.0
2023-01-01 03:15:00,2.147,602.28,109143.0
2023-01-01 03:20:00,1.4847,579.85,134270.0
2023-01-01 03:25:00,1.7329,570.75,126751.0
2023-01-01 03:30:00,2.0446,564.18,100387.0
2023-01-01 03:35:00,2.1725,571.85,101997.0
2023-01-01 03:40:00,2.2145,575.38,113021.0
2023-01-01 03:45:00,2.0629,580.73,101257.0
2023-01-01 03:50:00,2.1081,585.74,98698.0
2023-01-01 03:55:00,2.4488,572.59,114669.0
2023-01-01 04:00:00,2.1176,586.07,96491.0
2023-01-01 04:05:00,2.276,573.62,96382.0
2023-01-01 04:10:00,2.2788,577.84,97656.0
2023-01-01 04:15:00,2.1014,584.05,91298.0
2023-01-01 04:20:00,2.1596,573.29,96585.0
2023-01-01 04:25:00,2.3279,562.0,103719.0
2023-01-01 04:30:00,2.0308,560.4,101601.0
2023-01-01 04:35:00,1.9954,570.6,103944.0
2023-01-01 04:40:00,2.0836,565.58,92707.0
2023-01-01 04:45:00,1.956,566.59,91692.0
2023-01-01 04:50:00,1.9507,560.39,110937.0
2023-01-01 04:55:00,2.0135,559.94,97368.0
2023-01-01 05:00:00,1.804,563.43,106510.0
2023-01-01 05:05:00,1.5013,561.17,129225.0
2023-01-01 05:10:00,1.5949,558.5,122024.0
2023-01-01 05:15:00,1.6396,554.78,104159.0
2023-01-01 05:20:00,1.7435,553.16,98776.0
2023-01-01 05:25:00,2.0047,556.38,97521.0
2023-01-01 05:30:00,1.6833,557.16,118691.0
2023-01-01 05:35:00,1.6688,554.57,121874.0
2023-01-01 05:40:00,1.5177,558.0,141636.0
2023-01-01 05:45:00,1.2968,575.23,131909.0
2023-01-01 05:50:00,1.4861,557.03,136822.0
2023-01-01 05:55:00,1.7816,548.76,124644.0
2023-01-01 06:00:00,1.7587,550.0,126217.0
